Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram(GB);Memory;Gpu;OpSys;Weight (Kg);Price_euros
HP;15-bs078cl (i7-7500U/8GB/2TB/W10);Notebook;156;1366x768;Intel Core i7 7500U 2.7GHz;8;2TB HDD;Intel HD Graphics 620;Windows 10;2.04;62900
Lenovo;ThinkPad P40;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6600U 2.6GHz;8;512GB SSD;Nvidia Quadro M500M;Windows 7;1.8;205038
Asus;L403NA-GA013TS (N3350/4GB/32GB/W10);Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.5;27800
HP;250 G6;Ultrabook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.84;75200
Acer;Aspire E5-576G;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23;61600
Lenovo;IdeaPad 500-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;1.0TB Hybrid;AMD Radeon R7 M360;Windows 10;2.5;109900
HP;ZBook 17;Workstation;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M3000M;Windows 7;3;394940
Dell;Inspiron 5567;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R7 M445;Windows 10;2.5;78400
MSI;GT72S Dominator;Gaming;173;Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;3.78;239900
HP;EliteBook 850;Ultrabook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.88;217172
Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;2.8;244000
MSI;GP62M 7RDX;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4;114280
HP;Spectre Pro;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.48;162900
HP;ZBook 15;Workstation;156;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.59;222900
HP;Spectre Pro;2 in 1 Convertible;133;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.48;179900
HP;ZBook Studio;Workstation;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.0;189900
HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel Core i7 6500U 2.50GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.26;229695
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.18;100990
HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.88;157900
Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.27;233900
Lenovo;V110-15ISK (i3-6006U/4GB/1TB/No;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;Intel HD Graphics 520;No OS;1.9;33900
HP;15-BA015wm (E2-7110/4GB/500GB/W10);Notebook;156;1366x768;AMD E-Series 7110 1.8GHz;4;500GB HDD;AMD Radeon R2 Graphics;Windows 10;1.86;29700
Lenovo;B51-80 (i5-6200U/8GB/1TB/Radeon;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;1TB HDD;AMD Radeon R5 M330;No OS;2.32;59900
Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050Ti;Windows 10;2.62;119900
Dell;XPS 15;Notebook;156;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel Core i5 6300HQ 2.3GHz;8;256GB SSD;Nvidia GeForce 960M;Windows 10;2.04;225068
HP;15-bw002nv (A6-9220/4GB/256GB/Radeon;Notebook;156;Full HD 1920x1080;AMD A6-Series A6-9220 2.5GHz;4;256GB SSD;AMD Radeon 520;Windows 10;1.91;47889
MSI;GP72M 7REX;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7;149280
Lenovo;ThinkPad T460s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;12;512GB SSD;Intel HD Graphics 520;Windows 7;1.4;229900
Lenovo;B51-80 (i5-6200U/8GB/1008GB/Radeon;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;1.0TB Hybrid;AMD Radeon R5 M330;Windows 10;2.5;78849
HP;Spectre Pro;2 in 1 Convertible;133;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8;512GB SSD;Intel HD Graphics 520;Windows 10;1.48;204100
Lenovo;ThinkPad T460;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.7;149900
MSI;GS40 Phantom;Gaming;14;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1.7;176900
HP;Pavilion 15-cb003nv;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.62;89900
Lenovo;IdeaPad 310-15ISK;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2.2;45900
HP;250 G4;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2.1;47699
Dell;Inspiron 7567;Gaming;156;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62;149800
Lenovo;ThinkPad T570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.95;139000
Lenovo;320-15ISK (i3-6006U/4GB/1TB/GeForce;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;Nvidia GeForce 920MX ;Windows 10;2.2;46800
HP;Stream 14-AX000nv;Notebook;14;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.44;24900
MSI;PL60 7RD;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;83900
HP;250 G5;Notebook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.96;67900
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;2.1;115900
Asus;X553SA-XX021T (N3050/4GB/500GB/W10);Notebook;156;1366x768;Intel Celeron Dual Core N3050 1.6GHz;4;500GB HDD;Intel HD Graphics;Windows 10;2.2;36900
Lenovo;V110-15ISK (i5-6200U/4GB/500GB/No;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2.1;39800
Lenovo;IdeaPad 510-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;No OS;2.2;70900
Asus;UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10);Notebook;14;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2;76900
Lenovo;B51-80 (i7-6500U/4GB/1008GB/FHD/W7);Notebook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;4;1.0TB Hybrid;Intel HD Graphics 520;Windows 7;2.32;82500
Lenovo;IdeaPad Y700-15ISK;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;512GB SSD;Nvidia GeForce GTX 960;Windows 10;3.31;130500
MSI;GS60 Ghost;Gaming;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1.91;215337
HP;ProBook 450;Notebook;156;1366x768;Intel Core i3 6100U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.07;65000
Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.36;163700
Lenovo;IdeaPad 310-15IKB;Ultrabook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6;256GB SSD;Nvidia GeForce 920M;Windows 10;1.54;83100
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce GT 940MX;Linux;1.98;89501
Acer;Aspire 3;Notebook;156;1366x768;Intel Celeron Dual Core N3350 2GHz;4;500GB HDD;Intel HD Graphics 500;Windows 10;2.1;33300
HP;Pavilion 15-BC000nv;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;6;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.18;79900
Asus;Rog GL552VW-DM201T;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.591;90900
Dell;Inspiron 5578;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;2.09;117900
Acer;Aspire E5-576G;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.23;69100
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Linux;1.23;109900
Acer;Predator G9-793;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.2;259900
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4;81900
Samsung;Chromebook Plus;2 in 1 Convertible;123;IPS Panel Touchscreen 2400x1600;Samsung Cortex A72&A53 2.0GHz;4;32GB Flash Storage;ARM Mali T860 MP4;Chrome OS;1.15;65900
HP;250 G6;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.86;48500
Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.1GHz;8;256GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0.920;116300
Dell;Inspiron 7378;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;119900
HP;Pavilion Power;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.21;132700
Lenovo;V110-15ISK (i3-6006U/4GB/1TB/Radeon;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M430;No OS;1.9;36800
Asus;Rog G752VY-GC229T;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3;215000
Acer;Aspire 3;Notebook;156;1366x768;Intel Celeron Dual Core N3350 2GHz;4;1TB HDD;Intel HD Graphics 500;Linux;2.1;27200
MSI;GS73VR 7RF;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43;204890
Dell;Inspiron 5567;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;128GB SSD;AMD Radeon R7 M440;Windows 10;2.3;49900
Lenovo;IdeaPad 310-15ISK;Notebook;156;1366x768;Intel Core i7 6500U 2.5GHz;8;500GB HDD;Nvidia GeForce 920MX;No OS;2.2;62900
Dell;Inspiron 5579;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;2;128500
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.2;268000
Asus;FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce;Gaming;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2;116900
Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;AMD Radeon R7 M445;Windows 10;2.36;88900
HP;15-bs025nv (i5-7200U/8GB/256GB/W10);Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.91;57900
Lenovo;IdeaPad 320-15AST;Notebook;156;1366x768;AMD E-Series 9000 2.2GHz;4;500GB HDD;AMD Radeon R2 Graphics;Windows 10;2.2;29900
Acer;Aspire E5-774G;Notebook;173;1600x900;Intel Core i3 6006U 2.0GHz;8;1TB HDD;Nvidia GeForce 940MX;Windows 10;3.3;62900
Asus;Rog Strix;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.2;244900
Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.2GHz;8;512GB Flash Storage;Intel HD Graphics 515;Mac OS X;0.920;127900
Asus;FX502VM-AS73 (i7-7700HQ/16GB/1TB;Notebook;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2;174900
MSI;GS73VR Stealth;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43;194899
Dell;Inspiron 7579;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.191;99900
Asus;ROG Strix;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.9;194900
Acer;C740-C9QX (3205U/2GB/32GB/Chrome;Netbook;116;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;2;32GB SSD;Intel HD Graphics;Chrome OS;1.3;17400
Acer;E5 774G;Notebook;173;1600x900;Intel Core i3 6006U 2GHz;4;1TB HDD;Nvidia GeForce 940MX;Windows 10;3.3;59800
Lenovo;IdeaPad 320-17IKB;Notebook;173;1600x900;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;No OS;2.8;53900
Lenovo;IdeaPad Y700-15ISK;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960<U+039C>;Windows 10;2.6;127200
Acer;SP714-51 (i7-7Y75/8GB/256GB/FHD/W10);2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;8;256GB SSD;Intel HD Graphics 615;Windows 10;1.2;114900
Lenovo;Thinkpad T560;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2.3;152900
MSI;GP62MVR 6RF;Gaming;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2;147611
HP;15-bw009nv (A12-9720P/6GB/1TB/Radeon;Notebook;156;Full HD 1920x1080;AMD A12-Series 9720P 2.7GHz;6;1TB HDD;AMD Radeon 530;Windows 10;2.1;52900
Dell;Latitude E7270;Ultrabook;125;Full HD / Touchscreen 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.26;171337
Dell;Inspiron 5578;2 in 1 Convertible;15;Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.08;50900
Asus;X540SA-RBPDN09 (N3710/4GB/1TB/W10);Notebook;156;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;1TB HDD;Intel HD Graphics 405;Windows 10;2.65;30900
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.29;147700
Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 520;Linux;2.18;52186
Lenovo;IdeaPad Y700-15ISK;Gaming;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6;102900
MSI;GL62M 7RDX;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;114900
Lenovo;ThinkPad Yoga;Netbook;125;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.50GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;1.3;165000
Razer;Blade Pro;Gaming;14;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1TB SSD;Nvidia GeForce GTX 1060;Windows 10;1.95;349900
Dell;Inspiron 3567;Notebook;156;Touchscreen 1366x768;Intel Core i3 7100U 2.4GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;46901
MSI;GE72VR Apache;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.7;159800
Apple;MacBook Air;Ultrabook;116;1366x768;Intel Core i5 1.6GHz;4;256GB Flash Storage;Intel HD Graphics 6000;Mac OS X;1.08;95900
HP;15-bs023nv (i3-6006U/4GB/1TB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2.1;47800
HP;EliteBook 840;Ultrabook;14;2560x1440;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.54;219819
Dell;Vostro 3559;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;2.24;73700
MSI;GL62 6QF;Gaming;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.3;116900
Lenovo;ThinkPad 13;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.4;149900
Lenovo;IdeaPad 320-15ABR;Notebook;156;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;6;256GB SSD;AMD Radeon 530;Windows 10;2.2;59757
Asus;ZenBook UX310UA-WB71;Ultrabook;133;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.45;128000
Acer;Aspire ES1-572;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;500GB HDD;Intel HD Graphics 520;Linux;2.4;36180
Dell;Inspiron 7779;2 in 1 Convertible;173;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Nvidia GeForce 940MX;Windows 10;2.77;179900
HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;256GB SSD;Intel HD Graphics 520;Windows 7;1.54;109999
Asus;Rog GL553VE-FY052T;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5;160000
Dell;Latitude 5480;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.6;87500
Asus;Rog GL502VS;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.34;232500
Lenovo;V510-15IKB (i5-7200U/8GB/256GB/FHD/No;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;No OS;2.3;57300
Dell;XPS 13;2 in 1 Convertible;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 7Y54 1.2GHz;8;256GB SSD;Intel HD Graphics 615;Windows 10;1.24;181300
Dell;Inspiron 3552;Notebook;156;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;500GB HDD;Intel HD Graphics;Linux;2.2;32400
HP;255 G6;Notebook;156;1366x768;AMD A6-Series 9220 2.5GHz;4;500GB HDD;AMD Radeon R4 Graphics;Windows 10;1.86;39900
Lenovo;IdeaPad 310-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i3 6100U 2.3GHz;6;128GB SSD;Nvidia GeForce 920MX;Windows 10;2.4;56900
Lenovo;ThinkPad L460;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.9;107200
Dell;Inspiron 3552;Notebook;156;1366x768;Intel Pentium Quad Core N3700 1.6GHz;4;500GB HDD;Intel HD Graphics;Windows 10;2.2;44399
Asus;X541NA-GO020T (N3350/4GB/1TB/W10);Notebook;156;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;1TB HDD;Intel HD Graphics 500;Windows 10;2;33900
Asus;Rog G752VT-GC073T;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;4.0;190000
Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.29;49000
Lenovo;B51-80 (i7-6500U/8GB/1008GB/Radeon;Notebook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;1.0TB Hybrid;AMD Radeon R5 M330;Windows 7;2.32;89500
MSI;GE62 Apache;Gaming;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.4;122900
Lenovo;Yoga 500-14IBD;2 in 1 Convertible;14;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.8;83301
Asus;ZenBook UX305CA-UBM1;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core M 6Y30 0.9GHz;8;512GB SSD;Intel HD Graphics 515;Windows 10;1.2;72900
Dell;Inspiron 3567;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;45900
Acer;Aspire ES1-531;Notebook;156;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;500GB HDD;Intel HD Graphics 400;Linux;2.4;28900
Dell;Inspiron 3552;Notebook;156;1366x768;Intel Celeron Dual Core N3050 1.6GHz;2;500GB HDD;Intel HD Graphics;Windows 10;2.20;37900
Lenovo;IdeaPad Y700-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6;89900
HP;Pavilion 15-AW003nv;Notebook;156;Full HD 1920x1080;AMD A9-Series 9410 2.9GHz;6;1.0TB Hybrid;AMD Radeon R7 M440;Windows 10;2.04;54999
Dell;Inspiron 3567;Notebook;156;1366x768;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD Radeon R5 M430;Linux;2.3;80599
HP;Stream 11-Y000na;Netbook;116;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.17;20900
Asus;X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce;Notebook;156;1366x768;Intel Core i7 6500U 2.5GHz;4;500GB HDD;Nvidia GeForce 920M;Windows 10;2.2;72032
Lenovo;Yoga 500-14ISK;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.8;63800
Lenovo;Yoga 900-13ISK;2 in 1 Convertible;133;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core i7 6500U 2.5GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;1.3;149900
Lenovo;IdeaPad 100S-14IBR;Notebook;14;1366x768;Intel Celeron Dual Core N3050 1.6GHz;2;64GB Flash Storage;Intel HD Graphics;Windows 10;1.5;22900
HP;15-AC110nv (i7-6500U/6GB/1TB/Radeon;Notebook;156;1366x768;Intel Core i7 6500U 2.5GHz;6;1TB HDD;AMD Radeon R5 M330;Windows 10;2.19;76400
Asus;X553SA-XX031T (N3050/4GB/500GB/W10);Notebook;156;1366x768;Intel Celeron Dual Core N3050 1.6GHz;4;500GB HDD;Intel HD Graphics;Windows 10;2.2;36900
Asus;ZenBook UX305CA-UBM1;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core M 6Y30 0.9GHz;8;512GB SSD;Intel HD Graphics 515;Windows 10;1.2;72900
Dell;Inspiron 3567;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;45900
Acer;Aspire ES1-531;Notebook;156;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;500GB HDD;Intel HD Graphics 400;Linux;2.4;28900
